"Linguistic trait","LinguistictraitID","Linguistic components"
"rəspredel'èni","16071",""
"pu.ud'èlnu","16072",""
"kuìtu","16073",""
"Brŭšljan 1: 68","16075",""
"Brŭšljan 1: 67","16070",""
"pukrìtə","16065",""
"rəž'ànkə","16066",""
"pràeni","16067",""
"pregràdi","16068",""
"mòž'em","16069",""
"lɤ̀tə","16058",""
"pràine","16059",""
"dərv'ètə","16060",""
"nəkuvàni","16061",""
"prək","16063",""
"Brŭšljan 1: 66","16064",""
"Brŭšljan 1: 65","16057",""
"Brŭšljan 1: 64","16056",""
"Brŭšljan 1: 63","16055",""
"də","16051",""
"gàjdətə","16052",""
"bəškɤ̀","16053",""
"kəvàlət","16054",""
"svìrehə","16049",""
"Brŭšljan 1: 62","16050",""
"nə","16048",""
"kəde","16044",""
"grənč'àr","16045",""
"xòdih","16046",""
"Brŭšljan 1: 61","16042",""
"Brŭšljan 1: 60","16041",""
"gàjdi","16036",""
"n'àkuj","16037",""
"vətrešnustɤ̀","16039",""
"gəjdərž'ìi","16040",""
"svi","16031",""
"sviràč'i","16032",""
"svìrki","16034",""
"Brŭšljan 1: 59","16035",""
"Eremija 4: 61","16028",""
"kafèni","16027",""
"Eremija 4: 60","16025",""
"Eremija 4: 59","16024",""
"čèrna","16022",""
"kafèna","16023",""
"gərbò","16019",""
"Eremija 4: 58","16020",""
"Eremija 4: 57","16018",""
"vìkaja","16013",""
"bèlka","16014",""
"lòša","16017",""
"Eremija 4: 56","16012",""
"Eremija 4: 55","16011",""
"nadzàde","16009",""
"bèlo","16010",""
"kor","16006",""
"šìjata","16007",""
"Eremija 4: 54","16004",""
"Eremija 4: 53","16003",""
"čèren","15997",""
"bèla","16002",""
"živòtno","15987",""
"bèlki","15990",""
"pòro","15991",""
"Eremija 4: 52","15994",""
"Eremija 4: 51","15986",""
"Eremija 4: 50","15984",""
"cṛnìcata","15980",""
"čeremìdite","15981",""
"Eremija 4: 49","15978",""
"Eremija 4: 48","15969",""
"katèri","15964",""
"visòkata","15967",""
"kɤ̀šta","15968",""
"po","15957",""
"Eremija 4: 47","15961",""
"Brŭšljan 1: 58","15956",""
"vərì","15952",""
"turulìkə","15953",""
"zəwəvl'àvə","15955",""
"tuvà","15947",""
"Brŭšljan 1: 56","15951",""
"svìreə","15945",""
"ufčàrite","15946",""
"kəvàl':i","15942",""
"svìrehne","15943",""
"Brŭšljan 1: 55","15944",""
"Brŭšljan 1: 54","15940",""
"Brŭšljan 1: 53","15939",""
"živòtnite","15937",""
"tìə","15938",""
"ispàdnəxə","15932",""
"lìpsəhə","15933",""
"izmr'àhə","15934",""
"dùmə","15935",""
"Brŭšljan 1: 52","15936",""
"Brŭšljan 1: 51","15930",""
"ubàč'e","15929",""
"grùpətə","15923",""
"ž'ivòtni","15924",""
"dùməme","15926",""
"svì","15927",""
"Brŭšljan 1: 49","15928",""
"Brŭšljan 1: 48","15920",""
"takòvo","15919",""
"surìje","15914",""
"Brŭšljan 1: 47","15915",""
"Brŭšljan 1: 46","15913",""
"Brŭšljan 1: 45","15911",""
"č'àsni","15908",""
"vìkəme","15909",""
"svìni","15903",""
"pàk","15904",""
"surìjki","15906",""
"Brŭšljan 1: 44","15907",""
"Brŭšljan 1: 43","15902",""
"ìmaš'e","15901",""
"bìuli","15899",""
"Brŭšljan 1: 42","15900",""
"sə","15898",""
"biul'à","15897",""
"Brŭšljan 1: 41","15896",""
"Brŭšljan 1: 40","15894",""
"ubrəzùvə","15890",""
"dukətu","15891",""
"bene","15892",""
"səfs'èm","15886",""
"punəč'àlu","15887",""
"biul'à","15888",""
"Brŭšljan 1: 39","15889",""
"Brŭšljan 1: 38","15885",""
"Brŭšljan 1: 37","15884",""
"pul'evɤ̀svu","15883",""
"prutìčəše","15881",""
"vòzet","15874",""
"snòpetu","15875",""
"vərš'àč'kətə","15876",""
"vərš'àhə","15878",""
"Brŭšljan 1: 36","15879",""
"Brŭšljan 1: 35","15873",""
"pu.nàš'emu","15869",""
"urèd","15870",""
"kàž'em","15871",""
"ž'ènət","15872",""
"vìkəme","15868",""
"š'e̥","15861",""
"si̥","15862",""
"jelì","15863",""
"pul'evɤ̀svutu","15864",""
"č'ufč'ìe","15865",""
"Brŭšljan 1: 34","15866",""
"Brŭšljan 1: 33","15860",""
"zənəjàtite","15855",""
"t'àh","15857",""
"vəv","15858",""
"ž'ivutnuvɤ̀svutu̥","15859",""
"Brŭšljan 1: 32","15854",""
"Brŭšljan 1: 31","15853",""
"hòdeš'e","15849",""
"drùgijə","15850",""
"ustàvəš'e","15851",""
"xrànehə","15852",""
"lɤ̀č'exə","15842",""
"tel'ètətə","15843",""
"xrànexə","15844",""
"edìnijət","15845",""
"ədìnijət","15846",""
"kàž'e","15847",""
"Brŭšljan 1: 30","15848",""
"Brŭšljan 1: 29","15841",""
"kuìtu","15838",""
"zənimàvəhə","15839",""
"krəvef'èrmətə","15840",""
"ìməš'e","15835",""
"krəvàri","15836",""
"Brŭšljan 1: 28","15837",""
"kràvite","15832",""
"gl'èdəm","15833",""
"krəvàrite","15834",""
"kačùva","15829",""
"sèkade","15830",""
"Eremija 4: 46","15831",""
"Eremija 4: 45","15826",""
"dṛvòto","15824",""
"Eremija 4: 44","15820",""
"dodèka","15817",""
"stàna","15819",""
"kat","15811",""
"sère","15813",""
"pùf","15814",""
"Eremija 4: 43","15815",""
"Eremija 4: 42","15808",""
"o","15804",""
"mìne","15807",""
"tùriš","15798",""
"kapàn","15799",""
"Eremija 4: 41","15802",""
"Eremija 4: 40","15796",""
"Eremija 4: 39","15793",""
"nòšno","15789",""
"denèska","15791",""
"Eremija 4: 38","15788",""
"Eremija 4: 37","15787",""
"fàneš","15782",""
"lov'àxa","15776",""
"Eremija 4: 36","15780",""
"Eremija 4: 35","15774",""
"odère","15771",""
"prudàva","15772",""
"kòžata","15773",""
"Eremija 4: 34","15769",""
"nògu","15761",""
"skɤ̀pa","15763",""
"čèrno","15757",""
"poglèdneš","15758",""
"ləštì","15759",""
"Eremija 4: 33","15760",""
"Eremija 4: 32","15753",""
"Eremija 4: 31","15745",""
"vampìrin","15742",""
"lòšu","15739",""
"Eremija 4: 30","15741",""
"Eremija 4: 29","15736",""
"Eremija 4: 28","15733",""
"ostàvi","15729",""
"cèlatə̥","15730",""
"kṛftà","15731",""
"ispìe","15732",""
"krìlo","15716",""
"nòga","15718",""
"elì","15721",""
"zakòle","15722",""
"Eremija 4: 27","15724",""
"nàmeri","15714",""
"pet","15705",""
"šes","15706",""
"pògledni","15708",""
"Eremija 4: 26","15713",""
"Eremija 4: 25","15703",""
"čuvàli","15697",""
"nògu","15699",""
"Eremija 4: 24","15694",""
"Eremija 4: 23","15689",""
"zabeleževàl","15688",""
"pòrove","15681",""
"Eremija 4: 22","15682",""
"Eremija 4: 21","15676",""
"namerì","15674",""
"Eremija 4: 20","15671",""
"kokòška","15665",""
"pìle","15666",""
"jajcè","15667",""
"pribrà","15669",""
"ìli","15656",""
"vìda","15660",""
"če","15661",""
"Eremija 4: 19","15664",""
"Eremija 4: 18","15655",""
"vratàta","15651",""
"issère","15652",""
"Eremija 4: 17","15649",""
"zàtvora","15643",""
"ìzgasa","15645",""
"làmbata","15646",""
"prefṛ̀li","15647",""
"vre","15638",""
"vèče","15640",""
"prìbera","15641",""
"Eremija 4: 16","15642",""
"Eremija 4: 15","15636",""
"Eremija 4: 14","15634",""
"kàzvad","15632",""
"možè","15622",""
"stròši","15624",""
"izedèše","15625",""
"Eremija 4: 13","15626",""
"Eremija 4: 12","15621",""
"Eremija 4: 11","15620",""
"udarì","15617",""
"puštì","15619",""
"Eremija 4: 10","15615",""
"otṛčà","15612",""
"bṛ̀že","15613",""
"strošì","15606",""
"Eremija 4: 9","15608",""
"Eremija 4: 8","15604",""
"grabnà","15598",""
"Eremija 4: 7","15596",""
"pognà","15589",""
"kokòškite","15590",""
"òka","15593",""
"dèn","15587",""
"Eremija 4: 6","15588",""
"jadàt","15579",""
"komšìkata","15582",""
"ònja","15583",""
"puštìla","15584",""
"golèmoto","15585",""
"svinčè","15586",""
"sɤ̀m","15576",""
"znàel","15577",""
"Eremija 4: 5","15578",""
"Eremija 4: 4","15575",""
"Eremija 4: 3","15573",""
"Eremija 4: 2","15571",""
"Eremija 4: 1","15566",""
"prasètata","15563",""
"mesò","15564",""
"nèmaš","15562",""
"Eremija 3: 76","15561",""
"à","15556",""
"glàt","15554",""
"Eremija 3: 75","15555",""
"Eremija 3: 74","15552",""
"tvṛ̀t","15549",""
"netvṛ̀t","15550",""
"rùčka","15551",""
"sa","15546",""
"lèba","15538",""
"pràixte","15539",""
"Eremija 3: 71","15540",""
"Eremija 3: 70","15536",""
"nàredi","15531",""
"daskìte","15532",""
"zàvij","15533",""
"drùgata","15534",""
"sɤ̀buta","15535",""
"òtvori","15529",""
"ìzvadi","15530",""
"vràta","15521",""
"zàtvori","15523",""
"zàlepi","15524",""
"Eremija 3: 69","15528",""
"Eremija 3: 68","15520",""
"golèm","15513",""
"izmetè","15514",""
"iščìsti","15515",""
"nafṛ̀l'aj","15518",""
"lèbo","15519",""
"Eremija 3: 67","15512",""
"Eremija 3: 66","15511",""
"parcàl","15510",""
"dṛvò","15508",""
"izmìtaxte","15503",""
"isčìstvaxte","15504",""
"Eremija 3: 65","15505",""
"Eremija 3: 64","15501",""
"gòri","15497",""
"fùrnata","15498",""
"ìzmeti","15499",""
"ìščisti","15500",""
"zàmesi","15488",""
"skìsne","15490",""
"ràzmesi","15491",""
"pàničkata","15494",""
"Eremija 3: 63","15496",""
"Eremija 3: 62","15487",""
"pòveče","15477",""
"tùri","15478",""
"òtsej","15479",""
"bràšno","15482",""
"kvasèc","15470",""
"odnèkade","15471",""
"zèma","15472",""
"nèkoja","15473",""
"pòdmesa","15475",""
"Eremija 3: 61","15476",""
"Eremija 3: 60","15469",""
"majà","15464",""
"mèsi","15465",""
"togà","15466",""
"speciàlno","15455",""
"nòštvi","15460",""
"Eremija 3: 59","15461",""
"Eremija 3: 58","15454",""
"Eremija 3: 57","15453",""
"Eremija 3: 56","15450",""
"sèexte","15448",""
"sìto","15440",""
"naprài","15442",""
"dùpka","15444",""
"tùri","15445",""
"Eremija 3: 55","15447",""
"Eremija 3: 54","15439",""
"Eremija 3: 53","15437",""
"Eremija 3: 52","15435",""
"vìkaše","15433",""
"speciàlno","15430",""
"Eremija 3: 51","15431",""
"Eremija 3: 50","15427",""
"Eremija 3: 49","15425",""
"brašnòto","15423",""
"otsèe","15424",""
"otnačàloto","15419",""
"zèmeš","15420",""
"Eremija 3: 48","15422",""
"Eremija 3: 47","15418",""
"tɤ̀j","15414",""
"otnačàlo","15415",""
"raskàžeš","15416",""
"èe","15405",""
"dòma","15406",""
"domàšna","15410",""
"fùrna","15411",""
"Eremija 3: 46","15412",""
"Eremija 3: 45","15404",""
"mèseše","15399",""
"pečèše","15400",""
"drùgijo","15392",""
"sèdmica","15395",""
"Eremija 3: 44","15398",""
"Eremija 3: 43","15391",""
"tòe","15387",""
"u","15389",""
"Eremija 3: 42","15382",""
"Eremija 3: 41","15381",""
"Eremija 3: 39","15370",""
"bànici","15367",""
"edèš","15355",""
"ìma","15358",""
"jà","15359",""
"Eremija 3: 38","15363",""
"Eremija 3: 37","15354",""
"červèn","15346",""
"pipèr","15347",""
"č","15350",""
"ìdeš","15351",""
"tòpiš","15352",""
"rùčaš","15353",""
"takòva","15328",""
"pastìrka","15332",""
"Eremija 3: 35","15333",""
"Brŭšljan 1: 27","15325",""
"kràvi","15324",""
"drùgi","15318",""
"ž'iòtni","15319",""
"surìi","15320",""
"səm","15321",""
"gl'èdəl","15322",""
"Brŭšljan 1: 26","15323",""
"Brŭšljan 1: 25","15316",""
"Brŭšljan 1: 24","15315",""
"živutnuvɤ̀tsvu̥","15314",""
"kəd'ètu","15305",""
"prutìč'əš'i","15308",""
"cal","15309",""
"c'ɛ̀lijə","15310",""
"sezòn","15311",""
"Brŭšljan 1: 23","15312",""
"Brŭšljan 1: 22","15304",""
"dujàhne","15298",""
"prenàs'əhme","15299",""
"ml'əkòtu","15300",""
"məgàretə","15301",""
"pùntə","15303",""
"hràneš'e","15290",""
"ˀàgneətə","15291",""
"št'ɛ̀še","15293",""
"dukàrə","15295",""
"duìme","15296",""
"Brŭšljan 1: 21","15297",""
"Brŭšljan 1: 20","15289",""
"drùgijəd","15284",""
"drùgətə","15285",""
"surìjə","15286",""
"puč'ìstvəš'e","15287",""
"kuš'àrətə","15288",""
"drùgijət","15276",""
"zəbìrəš'e","15277",""
"ednɤ̀tə","15278",""
"ufc'è","15280",""
"del'ɛ̀ne","15282",""
"Brŭšljan 1: 19","15283",""
"Brŭšljan 1: 18","15275",""
"bène","15269",""
"trìmə","15270",""
"dùš'i","15271",""
"rəbòtnici","15272",""
"pùštəhne","15263",""
"pàš'e","15264",""
"predìmnu","15265",""
"dəržɤ̀t","15266",""
"dərž'àə","15267",""
"Brŭšljan 1: 17","15268",""
"Brŭšljan 1: 16","15262",""
"àgneətə","15261",""
"Brŭšljan 1: 15","15259",""
"udlɤ̀č'ime","15253",""
"àgnetə̥tə","15254",""
"ud'èlnu","15255",""
"dəd'èm","15256",""
"màjkite","15257",""
"jədɤ̀t","15258",""
"Brŭšljan 1: 14","15252",""
"nəxrànime","15251",""
"punəč'àlu","15241",""
"ufc'ɛ̀te","15242",""
"pòčneš","15243",""
"ùtrin","15244",""
"š'e","15245",""
"stànem","15246",""
"Brŭšljan 1: 13","15247",""
"Brŭšljan 1: 12","15240",""
"Brŭšljan 1: 11","15239",""
"beš'e","15234",""
"nìsku","15235",""
"plət'èn","15236",""
"trùduvijə","15237",""
"dèn","15238",""
"sr'ɛ̀štəne","15229",""
"gul'ɛ̀mi","15230",""
"trùdnusti","15231",""
"Brŭšljan 1: 10","15232",""
"b'èx","15226",""
"brigədìr","15220",""
"pɤ̀rvite","15221",""
"tvàskə","15223",""
"pretsedàtel'","15224",""
"Brŭšljan 1: 9","15225",""
"Brŭšljan 1: 8","15219",""
"pòčnəhne","15214",""
"rəbòtim","15215",""
"zədrùžnu","15216",""
"n'ègu","15217",""
"rəbòtix","15218",""
"dev'ètə","15213",""
"pres","15205",""
"č'etìres","15206",""
"gudìnə","15208",""
"brəzùvəne","15209",""
"vl'àzəne","15210",""
"vəf","15211",""
"Brŭšljan 1: 7","15212",""
"Brŭšljan 1: 6","15203",""
"zemed'èlie","15197",""
"pòčnəɣ","15198",""
"rəbòt'e","15199",""
"izv'èsnu","15201",""
"vr'ɛ̀me","15202",""
"beh","15189",""
"sl'et","15190",""
"už'ènix","15192",""
"stànəx","15193",""
"zeml'ed'èlec","15194",""
"Brŭšljan 1: 5","15195",""
"Brŭšljan 1: 4","15188",""
"àpekàtu","15183",""
"t'èkezes'ètu","15184",""
"punəč'àlu","15186",""
"č'àsnik","15187",""
"gl'èdəne","15176",""
"xùbəvu","15177",""
"ž'ivòtnite","15178",""
"dàvəhne","15179",""
"pruizvòtsvu","15180",""
"pretprijɛ̀tietu","15181",""
"Brŭšljan 1: 3","15182",""
"Brŭšljan 1: 2","15175",""
"ufč'àr'","15168",""
"rəbòtih","15169",""
"pəs'àh","15170",""
"ufc'ète","15171",""
"iskàrvəhne","15172",""
"xùbəvi","15173",""
"jàgnetə","15174",""
"Brŭšljan 1: 1","15167",""
"udlɤ̀čime","15166",""
"kato","15154",""
"sa","15122",""
"ut.tam","15111",""
"zɔ","15112",""
"veterɔ̀t","15107",""
"zbìrəme","15106",""
"hərmànə","15105",""
"hərmàn","15104",""
"hɔ̀","15103",""
"pərì","15101",""
"s'egà","15099",""
"pɔ̀lnumàlu","15100",""
"č'i","15098",""
"p'ètrud'èn","15096",""
"sə","15094",""
"dṛ̀sa","15083",""
"xlèp","15074",""
"Eremija 3: 16","15080",""
"Eremija 3: 10","15048",""
"bəlxì","15045",""
"ìmat","15046",""
"mràziš","15039",""
"psètata","15041",""
"Eremija 3: 9","15042",""
"Eremija 3: 7","15037",""
"Eremija 3: 6","15033",""
"Eremija 3: 4","15025",""
"Eremija 3: 3","15015",""
"màčka","15012",""
"samìčka","15008",""
"glèdaš","15010",""
"Eremija 3: 2","15011",""
"Eremija 3: 1","15003",""
"glèdam","15000",""
"[laughter]","14995",""
"Eremija 2: 51","14998",""
"Eremija 2: 50","14994",""
"Eremija 2: 49","14992",""
"Eremija 2: 48","14990",""
"trevàta","14987",""
"pràgo","14985",""
"òda","14986",""
"trèva","14978",""
"e","14979",""
"tṛ̀sa","14981",""
"Eremija 2: 47","14984",""
"Eremija 2: 46","14975",""
"pàza","14974",""
"kòpat","14967",""
"sàdat","14968",""
"Eremija 2: 45","14969",""
"Eremija 2: 44","14963",""
"skɤ̀po","14962",""
"kràja","14960",""
"Eremija 2: 43","14961",""
"Eremija 2: 42","14956",""
"trèbva","14950",""
"kupùva","14951",""
"sa","14952",""
"kìloto","14955",""
"Eremija 2: 41","14948",""
"Eremija 2: 40","14941",""
"Eremija 2: 38","14938",""
"kartòfi","14928",""
"sɤ̀štoto","14930",""
"mèsto","14931",""
"posadìme","14932",""
"izvadìme","14933",""
"òfči","14935",""
"bṛbòški","14936",""
"dèvet","14926",""
"kasètki","14927",""
"làni","14915",""
"mestènce","14917",""
"što","14921",""
"sàdime","14923",""
"Eremija 2: 37","14925",""
"Eremija 2: 36","14914",""
"kartòfki","14911",""
"sèexte","14912",""
"izgòreno","14906",""
"napràvo","14907",""
"gorèn'e","14908",""
"Eremija 2: 35","14909",""
"Eremija 2: 34","14905",""
"gorìdi","14903",""
"Eremija 2: 33","14902",""
"isahnà","14896",""
"si̥","14897",""
"precəftèa","14898",""
"raššumìja","14899",""
"issahnà","14900",""
"otkìnaxte","14893",""
"Eremija 2: 32","14894",""
"Eremija 2: 31","14891",""
"dṛvètata","14885",""
"issahnàa","14886",""
"kajsìi","14887",""
"čerèši","14888",""
"plodò","14889",""
"izmṛ̀znat","14879",""
"dṛvèta","14880",""
"Eremija 2: 30","14884",""
"Eremija 2: 29","14877",""
"sùa","14875",""
"snèg","14872",""
"nògo","14862",""
"goreštinà","14867",""
"Eremija 2: 28","14870",""
"Eremija 2: 27","14861",""
"Eremija 2: 26","14856",""
"ràdioto","14853",""
"kakò","14842",""
"lètoto","14844",""
"tòplo","14845",""
"zìmata","14848",""
"Eremija 2: 25","14850",""
"Eremija 2: 24","14840",""
"Eremija 2: 23","14837",""
"Eremija 2: 22","14830",""
"Eremija 2: 21","14827",""
"drùga","14821",""
"dòš","14815",""
"Eremija 2: 20","14820",""
"Eremija 2: 19","14814",""
"nixtò","14811",""
"patì","14813",""
"òti","14807",""
"Eremija 2: 18","14808",""
"Eremija 2: 17","14806",""
"sobèrat","14803",""
"nèče","14804",""
"nìkoḁ","14805",""
"Eremija 2: 16","14802",""
"prài","14792",""
"nèkakof","14793",""
"molèben","14794",""
"trebàlo","14796",""
"kàraa","14791",""
"kàraa","14790",""
"doš","14786",""
"Eremija 2: 15","14789",""
"den","14782",""
"le","14783",""
"Eremija 2: 14","14779",""
"vàj","14772",""
"rɤ̀si","14777",""
"rakàta","14765",""
"pèeme","14770",""
"Eremija 2: 13","14771",""
"Eremija 2: 12","14764",""
"nakìtime","14756",""
"cvetjà","14758",""
"venèc","14760",""
"glavàta","14761",""
"kotlènce","14763",""
"Eremija 2: 11","14755",""
"Eremija 2: 10","14754",""
"nèkoe","14750",""
"siràče","14751",""
"napràvime","14752",""
"vàjdudùlka","14753",""
"takvìa","14745",""
"Eremija 2: 9","14749",""
"Eremija 2: 8","14742",""
"stàvaše","14740",""
"pràveše","14737",""
"Eremija 2: 7","14738",""
"Eremija 2: 6","14736",""
"Eremija 2: 5","14731",""
"Eremija 2: 2","14727",""
"pòmniš","14726",""
"dɤ̀lgo","14718",""
"n'àkəf","14721",""
"ubičàj","14722",""
"Eremija 2: 1","14723",""
"sìčku","14714",""
"kòjtu","14712",""
